step,type,amount,nameOrig,nameDest,isFraud,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
21,PAYMENT,50305.52,C58713834576,M59727723570,0,77031.74,26726.22,275064.12,325369.64
554,PAYMENT,85295.1,C95951245208,C19899616847,0,17610.18,0,270090.14,355385.24
397,TRANSFER,70869.28,C59834798747,C63240592261,0,76649.47,5780.19,81293.22,152162.5
625,TRANSFER,88955.62,C64612204580,C86578001050,0,82318.35,0,150583.73,239539.35
105,PAYMENT,28161.09,C31065356944,M86149238685,0,127747.16,99586.07,28780.2,56941.29
192,CASH_OUT,34813.4,C27809077303,M70156375903,0,148828.56,114015.16,82258.33,117071.73
17,PAYMENT,62195.51,C91586257667,M61388005808,1,129559.63,67364.12,297594.62,359790.13
120,TRANSFER,96646.48,C36441038262,C70675220168,0,141437.74,44791.26,175529.78,272176.26
393,PAYMENT,37158.84,C81814546154,M86285858010,0,73797.46,36638.62,299625.09,336783.93
425,PAYMENT,3230.33,C34589013804,C84588588750,0,91305.49,88075.16,4964.13,8194.46
129,PAYMENT,44589.35,C60178076061,C23675707575,0,142876.47,98287.12,291407.03,335996.38
130,TRANSFER,54393.41,C28103862967,C68986578932,1,29481.54,0,106174.29,160567.7
572,TRANSFER,80098.94,C49454644106,M75122403662,0,142409.34,62310.4,24875.01,104973.95
560,PAYMENT,72860.32,C47201131257,M99906871088,0,190310.39,117450.07,26870.9,99731.22
29,PAYMENT,96466.3,C20250492944,C83477014549,0,35134.48,0,103173.53,199639.83
97,PAYMENT,78268.49,C87084255972,M75199729847,0,78886.75,618.26,142104.35,220372.84
10,TRANSFER,29863.55,C76606755101,C88802133428,1,116273.96,86410.41,25581.88,55445.43
242,TRANSFER,64138.39,C78501533258,M39554007247,0,143630.34,79491.95,255462.84,319601.23
232,PAYMENT,67224.45,C70586383819,C13816194872,0,50405.1,0,145797.6,213022.05
284,PAYMENT,99802.05,C24325496738,M17052173615,0,116914.06,17112.01,109477.36,209279.41
715,TRANSFER,13874.65,C15460998898,C86239886688,0,187010.91,173136.26,156454.74,170329.39
726,PAYMENT,19133.36,C37525717915,C14702853415,0,71490.47,52357.11,146263.53,165396.89
200,PAYMENT,15552.21,C17413175200,C34099261351,0,113810.74,98258.53,30951.07,46503.28
79,PAYMENT,58906.42,C83439884731,M80438059832,0,124816.93,65910.51,15037.8,73944.22
173,PAYMENT,13530.97,C43309762887,C57462397716,0,177459.67,163928.7,203580.62,217111.59
467,TRANSFER,65601.11,C86942001493,C16673496122,0,62190.63,0,146293.94,211895.05
581,TRANSFER,80377.6,C55421853338,C48598121874,0,174590.62,94213.02,7351.1,87728.7
416,PAYMENT,43279.86,C36927268059,C52077914815,0,134693.8,91413.94,200029.94,243309.8
449,TRANSFER,56068.95,C43881518514,C94873161883,0,143387.46,87318.51,211700.5,267769.45
87,PAYMENT,91272.3,C50675826709,C65454397996,0,13261.13,0,291005.97,382278.27
101,CASH_OUT,56957.02,C50904753219,M33466414523,0,71308.4,14351.38,189007.97,245964.99
8,TRANSFER,20861.35,C40959264486,C37280591010,0,23599.56,2738.21,82506.42,103367.77
200,TRANSFER,34320.04,C42372164572,C54870240235,0,112313.3,77993.26,71613.07,105933.11
505,PAYMENT,52985.05,C49360095654,M77143963232,0,167525.82,114540.77,137243.71,190228.76
87,PAYMENT,15490.61,C18877283496,C12132067925,0,81997.37,66506.76,27711.03,43201.64
43,PAYMENT,61252.37,C74709195213,C24405752896,1,45120.81,0,148797.92,210050.29
385,TRANSFER,99924.61,C58191570272,C39147107312,0,60921.66,0,98354.77,198279.38
621,PAYMENT,65253.84,C77343632162,M64937017879,0,114637.67,49383.83,248962.14,314215.98
435,CASH_OUT,37241.74,C32946868988,C39637711870,0,153506.64,116264.9,208484.17,245725.91
408,CASH_OUT,33175.32,C14861496646,C61737026051,0,137972.04,104796.72,77003.05,110178.37
483,TRANSFER,93160.4,C42536398782,C42719982546,0,188434.1,95273.7,143555.25,236715.65
664,CASH_OUT,87151.56,C63009103324,C83030454095,1,176774.46,89622.9,215061.79,302213.35
17,PAYMENT,47236.39,C77329267996,C67786926972,0,20982.4,0,51910.8,99147.19
645,PAYMENT,35342.1,C49840415299,M25433996716,0,140738.07,105395.97,290703.57,326045.67
148,PAYMENT,71046.72,C96981380492,C54775786348,0,78730.77,7684.05,27514.43,98561.15
277,TRANSFER,31450.93,C82597457831,C38551221655,0,67228.77,35777.84,285979.85,317430.78
232,PAYMENT,11941.2,C43356372822,C45314194353,0,95176.17,83234.97,5007.42,16948.62
366,CASH_OUT,31015.91,C37887248031,C92461984609,0,153253.36,122237.45,145035.99,176051.9
228,PAYMENT,43430.16,C72477838894,C21657890076,0,83357.48,39927.32,86447.84,129878
651,PAYMENT,25541.88,C23294930842,C73773753738,0,164215.78,138673.9,290294.7,315836.58
436,CASH_OUT,21682.16,C33810206249,M71172129080,0,94386.96,72704.8,256659.67,278341.83
399,PAYMENT,615.01,C25481497669,C25601791852,0,12075.7,11460.69,270769.81,271384.82
211,PAYMENT,63084.65,C20635430676,C32147523474,0,126069.5,62984.85,147511.51,210596.16
391,TRANSFER,61445.28,C73052766914,M94678428941,0,156155.8,94710.52,31740.82,93186.1
499,PAYMENT,18803.34,C30945063468,C60422513000,0,63196.45,44393.11,74147.23,92950.57
540,PAYMENT,94365.06,C70225712336,M43185522317,0,44428.44,0,159274.4,253639.46
563,PAYMENT,40957.68,C32009011638,C26770921827,0,128035.64,87077.96,116691.22,157648.9
491,PAYMENT,2548.92,C86677098402,C52784770149,1,70528.38,67979.46,98301.27,100850.19
442,CASH_OUT,21977.97,C41734683507,M62065785930,0,181158.02,159180.05,90840.73,112818.7
261,CASH_OUT,69207.06,C55459127547,M22286302443,0,153363.45,84156.39,70250.51,139457.57
350,PAYMENT,20162.79,C43979885821,C46705024835,0,92238.58,72075.79,161378.5,181541.29
352,PAYMENT,5392.19,C10900177633,C83878851230,1,195113.25,189721.06,206467.15,211859.34
520,PAYMENT,61771,C94740919395,C77901672486,0,68900.96,7129.96,207328.09,269099.09
320,CASH_OUT,51835.96,C14729181752,M10701702389,0,88924.32,37088.36,13402.36,65238.32
138,PAYMENT,76126.82,C18134403724,M89096236796,0,129787.35,53660.53,8084.52,84211.34
550,PAYMENT,77263.37,C98744111667,C42846292331,0,102406.47,25143.1,26170.31,103433.68
623,TRANSFER,95993.57,C34095811363,C83466952069,0,68877.48,0,5323.14,101316.71
368,CASH_OUT,5702.7,C21621521179,C23027632500,0,83557.98,77855.28,132123.11,137825.81
220,PAYMENT,3899.9,C80095090341,C91423130635,0,172736.08,168836.18,16101.35,20001.25
337,PAYMENT,98719.72,C18554172755,C15688862978,0,39641.87,0,130689.37,229409.09
223,PAYMENT,64485.14,C64075355246,M39402637644,1,63524.28,0,101070.35,165555.49
648,PAYMENT,71537.34,C30232384383,C65922706653,0,39703.82,0,17582.8,89120.14
360,TRANSFER,9649.11,C90616418661,M69499052584,0,102441.88,92792.77,25421.53,35070.64
329,TRANSFER,6982.2,C81949604536,C36798937391,0,32179.29,25197.09,231626.35,238608.55
463,TRANSFER,16026.2,C14285273793,M22039370391,0,34227.43,18201.23,217336.2,233362.4
561,PAYMENT,42720.13,C11974798183,C56323915347,0,166858.64,124138.51,85839.38,128559.51
382,PAYMENT,11018.51,C86440874294,M98386197915,0,140605.51,129587,38962.97,49981.48
590,PAYMENT,44633.93,C46323290158,C23589553762,0,37700.91,0,106901.82,151535.75
617,PAYMENT,56154.03,C78587051156,M87453233264,0,77333.2,21179.17,145197.53,201351.56
169,TRANSFER,34.3,C11440083870,M82953371010,0,183377.29,183342.99,155228.03,155262.33
217,PAYMENT,11425.45,C65840866949,C24064767062,0,174022.18,162596.73,7375.25,18800.7
378,PAYMENT,37520.14,C31041590684,C85693749409,0,130898.4,93378.26,180303.16,217823.3
119,PAYMENT,5333.93,C99422620107,C59525109134,0,56796.68,51462.75,189041.06,194374.99
190,PAYMENT,13353.76,C67028503738,C37184191739,0,74657.6,61303.84,192883.62,206237.38
370,PAYMENT,23180.41,C52013158524,M72055811106,0,130650.08,107469.67,187914.3,211094.71
149,CASH_OUT,42960.71,C45677305657,M31842609534,1,112094.51,69133.8,287047.26,330007.97
676,PAYMENT,71484,C14449362253,C33287539410,0,112125.47,40641.47,212936.28,284420.28
652,TRANSFER,13269.73,C37919133136,M47189433971,0,84674.19,71404.46,95073.32,108343.05
488,PAYMENT,73796.12,C93996786695,M65774188761,0,18046.13,0,243641.87,317437.99
374,PAYMENT,85506.22,C24971199428,C97383496275,1,24309.52,0,129511.49,215017.71
693,CASH_OUT,65148.23,C62977325350,C39553047314,0,167064.29,101916.06,18125.35,83273.58
160,PAYMENT,4373.53,C32313248848,C90970613663,0,176824.8,172451.27,194650.51,199024.04
351,TRANSFER,44065.93,C34263845138,C81082596420,0,178739.79,134673.86,114677.48,158743.41
288,PAYMENT,66006.94,C47921261364,C37321436811,0,94917,28910.06,279099.24,345106.18
288,TRANSFER,97851.33,C73155182983,C95252098421,0,187102.82,89251.49,102532.62,200383.95
226,TRANSFER,95180.89,C70601040384,C12543415146,0,167543.53,72362.64,13505,108685.89
523,CASH_OUT,39570.92,C43554701334,C28280026958,0,76832.08,37261.16,284035.97,323606.89
522,CASH_OUT,61593.49,C23885419957,C42705694427,0,44602.99,0,249715.59,311309.08
273,TRANSFER,89081.62,C50181845967,C57114494590,0,145713.06,56631.44,293804.31,382885.93
402,PAYMENT,83104.79,C83638491395,C21024283845,0,145060.82,61956.03,54303.06,137407.85
183,TRANSFER,47942.7,C40902942371,M41626597606,0,178035.8,130093.1,6364.77,54307.47
665,TRANSFER,26124.87,C51985097331,C80451869711,0,10093.42,0,285329.75,311454.62
488,PAYMENT,13710.86,C76353099933,M64664795331,0,70513.84,56802.98,222696.86,236407.72
124,PAYMENT,48798.53,C51566392440,C88943870886,0,6973.39,0,257106.41,305904.94
626,CASH_OUT,72284.86,C56077567649,M97537771985,0,42073.67,0,1187.14,73472
414,PAYMENT,96977,C75977966134,M83080176063,0,79921.2,0,197109.45,294086.45
725,PAYMENT,86181.63,C90679872491,M17961327525,0,24614.01,0,213404.25,299585.88
172,CASH_OUT,20424.89,C23915293104,C33397580312,1,164457.24,144032.35,103038.93,123463.82
288,PAYMENT,71978.09,C60216344734,M66832520138,0,40576.29,0,142029.33,214007.42
435,PAYMENT,28910.84,C77559683426,C24251394435,0,82267.63,53356.79,39856.62,68767.46
686,TRANSFER,68347.58,C18455319065,M89599618174,0,160335.93,91988.35,24003.44,92351.02
113,PAYMENT,66580.88,C36767617733,C61522990232,0,23345.15,0,243154.73,309735.61
122,TRANSFER,27243.79,C10402483438,C17316419397,0,123924.05,96680.26,246653.84,273897.63
544,PAYMENT,23439.63,C62067296647,C20615173634,0,188102.62,164662.99,69072.71,92512.34
222,PAYMENT,10394.67,C45088569856,M38712670056,0,90857.56,80462.89,245054.6,255449.27
631,PAYMENT,5054.91,C28614880070,C43278645137,0,48025.95,42971.04,109230.06,114284.97
39,CASH_OUT,85845.25,C84792520757,C37502836091,1,188640.18,102794.93,86690.21,172535.46
497,PAYMENT,4985.89,C43946237079,C62254828490,0,10836.95,5851.06,237652.94,242638.83
233,PAYMENT,8875.03,C60724221807,C92966174011,0,62319.52,53444.49,212002.27,220877.3
530,PAYMENT,23885.96,C61030531061,C34278071221,0,163467.07,139581.11,190538.86,214424.82
149,PAYMENT,88765.95,C21825080913,C14682925476,0,30787.29,0,238655.88,327421.83
397,PAYMENT,33294.7,C30567652749,C40942367868,0,16816.77,0,258948.77,292243.47
661,PAYMENT,19180.76,C78429503861,C73385454851,0,91601.35,72420.59,284588.36,303769.12
638,TRANSFER,71555.83,C74604670739,M75377227023,0,66354.28,0,187055.92,258611.75
302,PAYMENT,31907.66,C69110579987,C48813611425,0,159431.86,127524.2,27283.3,59190.96
360,TRANSFER,33337.33,C69334440477,M76283635583,0,67428.93,34091.6,106149.61,139486.94
238,TRANSFER,73897.92,C53274163188,C94886843762,0,133965.02,60067.1,39495.78,113393.7
647,PAYMENT,25166.03,C47027909459,M68431915343,0,112038.87,86872.84,36471.98,61638.01
663,PAYMENT,89676.11,C36833692478,M40133018610,0,119398.6,29722.49,296737.26,386413.37
236,TRANSFER,56142.61,C31059378270,M25986472358,0,102228.33,46085.72,55457.26,111599.87
736,TRANSFER,53783.63,C57624977879,C14237081424,0,27092.15,0,221371.14,275154.77
203,PAYMENT,26475.96,C70237334487,C36557582547,0,12406.77,0,234542.39,261018.35
256,CASH_OUT,83509.6,C88739826744,C97099468352,0,108779.69,25270.09,147418.38,230927.98
598,PAYMENT,57275.38,C49220458512,M69790344210,0,129884.76,72609.38,1383.66,58659.04
662,PAYMENT,15552.5,C76302827204,M63821349382,0,145065.7,129513.2,218313.3,233865.8
235,PAYMENT,20630.62,C48847835348,C37255827995,0,144428.13,123797.51,285620.54,306251.16
345,CASH_OUT,46826.12,C56871356810,C79298653469,0,148062.35,101236.23,230922.25,277748.37
534,TRANSFER,77964.4,C69679395226,M31421989064,0,4064.4,0,158573.65,236538.05
466,TRANSFER,93929.59,C87579364181,C66113757594,0,44699.58,0,176259.07,270188.66
541,PAYMENT,66350.2,C31055783605,C51232925935,0,145918.25,79568.05,47529.13,113879.33
213,PAYMENT,50614.82,C82635478065,C93300316329,0,24716.36,0,265044.48,315659.3
463,PAYMENT,25073.95,C41794101347,M28831196157,0,37316.15,12242.2,179102.43,204176.38
436,CASH_OUT,67287.12,C63887395671,C13238033879,0,131920.43,64633.31,74449.87,141736.99
283,PAYMENT,98223.99,C59966097896,C38652842391,0,161635.61,63411.62,30131.19,128355.18
562,PAYMENT,47622.77,C49646992572,C60535689808,1,32496.32,0,80296.89,127919.66
607,PAYMENT,16215.03,C85849878776,C78941171651,0,110165.51,93950.48,229853.47,246068.5
463,CASH_OUT,10334.95,C70875638543,C16049285193,0,36268.86,25933.91,286560.03,296894.98
407,PAYMENT,26926.35,C96171581968,C51584865466,0,41718.12,14791.77,70026.53,96952.88
88,PAYMENT,56944.63,C63805432153,M56443608933,0,96395.01,39450.38,92908.54,149853.17
44,PAYMENT,94680.58,C20967301882,C42972756298,0,134774.74,40094.16,241646.15,336326.73
461,CASH_OUT,29917.21,C92415979603,M39880374715,0,114837.66,84920.45,218577.42,248494.63
278,CASH_OUT,30539.81,C48421786582,C98964699397,0,18484.59,0,37061.99,67601.8
683,TRANSFER,48118.48,C84238523612,C29344665484,0,57112.21,8993.73,273157.06,321275.54
421,PAYMENT,91854.31,C53617832682,C45543701658,0,187633.08,95778.77,70214.87,162069.18
701,PAYMENT,41906.09,C78687530567,C80947028594,0,125528.53,83622.44,230404.8,272310.89
353,CASH_OUT,22323.72,C49649249061,M41302609656,0,131624.63,109300.91,195346.71,217670.43
696,PAYMENT,16313.93,C24543970388,C71689717926,0,42229.08,25915.15,140463.13,156777.06
515,PAYMENT,45702.08,C59753649263,C40186595490,0,191646.86,145944.78,26220.85,71922.93
703,PAYMENT,80067.94,C95662118836,C52887233241,0,41302.15,0,267770.17,347838.11
630,CASH_OUT,29135.95,C70083303821,C90647449852,0,50232.36,21096.41,159111.25,188247.2
19,PAYMENT,51252.75,C92040997971,C10524733257,1,102019.32,50766.57,33968.95,85221.7
23,TRANSFER,60301.22,C73712922311,C61053541924,0,99194.51,38893.29,143045.48,203346.7
413,CASH_OUT,45047.59,C97510165167,C92975903449,0,6525.57,0,31143.36,76190.95
30,PAYMENT,19169.83,C57926928166,C15781913944,0,148755.83,129586,112101.38,131271.21
108,PAYMENT,92174.65,C81179489934,M88216991436,0,19290.81,0,35486.73,127661.38
367,CASH_OUT,56545.36,C72477669259,M27197900529,1,10807.07,0,78649.17,135194.53
281,CASH_OUT,72913.71,C96712622817,M89450746946,0,101432.36,28518.65,243413.49,316327.2
128,CASH_OUT,63604.66,C42391485563,C25330774033,0,9649.57,0,69781.19,133385.85
229,TRANSFER,99804.8,C13934550781,C66899403258,0,40134.96,0,191391.57,291196.37
111,PAYMENT,45631.56,C76895465769,C30629516095,0,78189.66,32558.1,69099.44,114731
136,CASH_OUT,42497.81,C51006241693,C92362546704,0,120623.36,78125.55,184850.57,227348.38
362,PAYMENT,36014.63,C53726946585,C13291768135,0,156549.3,120534.67,223257.6,259272.23
186,CASH_OUT,36163.48,C60541048446,M22649394067,0,57910.19,21746.71,30987.4,67150.88
656,CASH_OUT,27577.75,C44218752698,C61763747395,0,94236.53,66658.78,254328.46,281906.21
584,TRANSFER,98063.03,C28729573192,C15685912014,0,190816.51,92753.48,274099.4,372162.43
129,CASH_OUT,87078.33,C54817631022,C92931246076,0,78042.94,0,111708.32,198786.65
261,TRANSFER,31667.98,C54175027020,C65339896359,0,141929.53,110261.55,263263.1,294931.08
515,PAYMENT,30523.6,C82130453718,C66104621431,1,54272.69,23749.09,34831.28,65354.88
449,TRANSFER,10354.3,C44634837713,M88089795018,0,124642.84,114288.54,127629.23,137983.53
104,PAYMENT,87703.21,C61450062489,C12950481184,0,160946.04,73242.83,48335.42,136038.63
483,TRANSFER,37177.23,C84632199892,C84697431420,0,182844.92,145667.69,288373.75,325550.98
224,PAYMENT,57261.97,C44693988265,M17042751875,0,187504.1,130242.13,232289.13,289551.1
491,PAYMENT,90037.87,C11480317482,M27077907446,0,60406.65,0,186001.03,276038.9
473,CASH_OUT,40810.66,C69280658870,C77955626184,0,40176.19,0,21346.21,62156.87
10,CASH_OUT,80687,C52539948059,C47072004022,1,162807.76,82120.76,49737.77,130424.77
405,PAYMENT,43029.13,C68304775634,C77897888859,0,125923.17,82894.04,105159.36,148188.49
302,TRANSFER,70094.39,C82939754145,C88146583625,1,82894.17,12799.78,68329.05,138423.44
231,TRANSFER,43119.01,C17880924147,C17627920130,0,7254.85,0,93333.87,136452.88
731,CASH_OUT,39276.52,C88260888343,C16712330904,0,61543.45,22266.93,290524.46,329800.98
66,PAYMENT,99070.93,C34017114131,M73256408273,0,22268.85,0,240488.5,339559.43
112,TRANSFER,61235.37,C38885803128,M39418525175,0,98392.25,37156.88,20997.57,82232.94
13,CASH_OUT,36739.75,C61882577953,C58388368506,0,165479.86,128740.11,16823.09,53562.84
393,PAYMENT,25782.69,C11334819589,C87072951789,0,62518.96,36736.27,13750.7,39533.39
500,CASH_OUT,3977.6,C77882955719,M35442773054,0,71518.89,67541.29,215848.53,219826.13
598,CASH_OUT,70656.93,C63726401046,C43641468148,0,156637.4,85980.47,154094.32,224751.25
234,CASH_OUT,37216.37,C84193903629,M11965933365,0,91215.96,53999.59,44396.31,81612.68
602,PAYMENT,82125.6,C87106515772,C82984685676,0,133637.54,51511.94,281894.78,364020.38
314,PAYMENT,36387.48,C26170819854,C89701947331,1,37725.02,1337.54,60242.33,96629.81
566,CASH_OUT,37333.55,C31413358644,C55187173347,0,50188.29,12854.74,216562.68,253896.23
12,PAYMENT,77918.32,C67399961135,M46592196896,0,126996.84,49078.52,299549.27,377467.59
209,TRANSFER,48947.18,C72917919242,M13009037991,0,22388.97,0,297162.15,346109.33
14,PAYMENT,88489.59,C16921720662,C20566743180,0,35053.84,0,185801.25,274290.84
633,PAYMENT,59013.99,C83179012419,C64569121460,1,63523.14,4509.15,45930.48,104944.47
418,PAYMENT,24065.24,C71382467083,C60983149191,1,36091.97,12026.73,297843.56,321908.8
437,TRANSFER,56827.62,C20410227871,C51121423391,0,195090.04,138262.42,218020.1,274847.72
377,PAYMENT,401.16,C27010835092,C51743058978,0,51226.69,50825.53,248077.33,248478.49
20,TRANSFER,31240.43,C75341498565,C35774151273,0,190919.1,159678.67,294404.55,325644.98
587,TRANSFER,20796.03,C18578870649,M80431515477,0,169275.44,148479.41,60960.54,81756.57
735,TRANSFER,65419.13,C60579224619,M19459868949,0,66523.04,1103.91,96658.81,162077.94
70,TRANSFER,13604.72,C68177320176,C38898950394,0,109760.42,96155.7,73779.14,87383.86
211,PAYMENT,29010.45,C47284346443,C20716760415,0,67593.06,38582.61,297286.3,326296.75
101,PAYMENT,33131.52,C55662720897,C80245253436,0,140621,107489.48,196339.14,229470.66
698,PAYMENT,330.32,C75190230074,C79518476983,0,72410.63,72080.31,93172.5,93502.82
132,TRANSFER,4677.61,C13168508757,C11791771930,0,93265.21,88587.6,111102.57,115780.18
623,TRANSFER,31113.3,C18516564171,C72269862115,0,143769.53,112656.23,136221.13,167334.43
381,PAYMENT,22236.42,C94432942577,C56481813297,0,83288.27,61051.85,131584.64,153821.06
132,PAYMENT,11691.56,C57372778522,C81755234843,0,137870.59,126179.03,52069.42,63760.98
20,TRANSFER,15417.01,C54982648705,C94621855795,0,74045.28,58628.27,256945.94,272362.95
536,PAYMENT,83553.86,C57323133022,M74599971476,0,79873.23,0,231717.35,315271.21
227,CASH_OUT,68332.27,C14516639920,C99119257191,0,64273.25,0,274087.7,342419.97
154,PAYMENT,48412.27,C77083660562,C29154037419,0,197886.63,149474.36,157655.46,206067.73
742,CASH_OUT,90887.57,C36771209746,C92650899137,0,100980.38,10092.81,201593.26,292480.83
469,PAYMENT,2956.25,C79910566085,C99461825440,0,44400,41443.75,226193.84,229150.09
405,PAYMENT,34494.15,C73702928341,C25105545357,0,113427.73,78933.58,178288.3,212782.45
202,PAYMENT,82338.55,C47205193441,C26453732997,1,93803.4,11464.85,211241.41,293579.96
38,PAYMENT,62829.27,C27325126900,M65264517669,0,155777.38,92948.11,160213.41,223042.68
188,PAYMENT,98168.76,C59425440893,M35268638231,0,187153.87,88985.11,119832.88,218001.64
57,PAYMENT,94451.55,C51797329731,C29753675523,0,22147.02,0,294865.71,389317.26
20,TRANSFER,16995.08,C58477856622,M44971390774,0,196241.26,179246.18,143261.69,160256.77
273,PAYMENT,97198.73,C52875499323,M57740795986,0,32981.8,0,251372.54,348571.27
119,TRANSFER,94553.53,C84615666583,M71229775292,1,54661.21,0,179409.94,273963.47
583,PAYMENT,37361.72,C27596588556,M58429148273,0,155073.24,117711.52,81706.66,119068.38
516,CASH_OUT,98288.05,C23663870472,C95768493931,0,31090.3,0,33870.53,132158.58
221,TRANSFER,3585.38,C85108703394,C26602502445,0,163499.56,159914.18,274515.12,278100.5
526,PAYMENT,66075.39,C56246999939,C33137144672,0,134697.93,68622.54,101187.24,167262.63
515,PAYMENT,26615.51,C47478643225,M87845150655,0,161058.23,134442.72,88600.7,115216.21
728,PAYMENT,12947.18,C48743275624,C21971697223,0,112686.35,99739.17,224164.41,237111.59
741,PAYMENT,57753.91,C50366453704,M69970023903,0,196829.05,139075.14,193794.57,251548.48
336,TRANSFER,30635.72,C13281807029,M81395635246,0,118587.47,87951.75,198205.98,228841.7
698,TRANSFER,66682.87,C76140385785,M43822426151,0,79108.95,12426.08,39519.4,106202.27
55,CASH_OUT,53998.57,C69423433356,C57937238868,0,193288.72,139290.15,74431.61,128430.18
500,TRANSFER,39259.55,C35667391551,M76983449583,0,14727.28,0,148750.44,188009.99
536,CASH_OUT,18183.03,C68442533095,M26916691991,0,102928.91,84745.88,260636.23,278819.26
162,CASH_OUT,60125.42,C13528609855,C70683168821,0,126416.81,66291.39,127618.66,187744.08
670,CASH_OUT,82923.23,C59950212314,M80370511166,0,69083.53,0,42542.48,125465.71
594,PAYMENT,60000.85,C64975168758,C41053154665,0,18402.42,0,120094.61,180095.46
159,PAYMENT,61052.65,C26539973080,C37814188290,1,82008.49,20955.84,87479.44,148532.09
188,PAYMENT,51184.22,C32620148725,C36796691997,0,162115.98,110931.76,298377.44,349561.66
60,TRANSFER,38824.62,C62783969317,M98254988656,0,114231.3,75406.68,112759.99,151584.61
319,PAYMENT,45746.35,C99980348226,C39256124801,0,151575.88,105829.53,184675.23,230421.58
211,PAYMENT,98954.19,C73751094538,C91383195931,0,143534.98,44580.79,172420.45,271374.64
406,PAYMENT,74967.1,C15418077594,M31528706194,0,57311.53,0,51025.38,125992.48
664,PAYMENT,43056.52,C98029655840,C97563604872,0,50704.14,7647.62,39039.34,82095.86
109,TRANSFER,45730.18,C28093895034,C85608681993,0,158198.41,112468.23,5300.89,51031.07
76,PAYMENT,49963.7,C94494039888,M84760333493,0,34032.59,0,41223.39,91187.09
542,TRANSFER,65931.76,C10264962758,C41928388511,0,113064.2,47132.44,218002.71,283934.47
314,TRANSFER,46596.36,C75797784875,C32425134546,0,191284.29,144687.93,189795.04,236391.4
117,PAYMENT,68618.23,C45467610744,M55536684577,0,105095.56,36477.33,85211.95,153830.18
704,TRANSFER,32919.45,C67289608171,C28456965522,0,161340.28,128420.83,64565.6,97485.05
19,TRANSFER,41064.55,C82604718635,C51713289776,0,51227.59,10163.04,9424.61,50489.16
432,PAYMENT,86405.45,C23848808016,C17150452873,1,11604.7,0,84929.98,171335.43
685,PAYMENT,32891.24,C12939695133,C54811816009,0,69651.15,36759.91,100898.65,133789.89
740,PAYMENT,96443.71,C80239494090,C30474473444,0,114984.45,18540.74,259529.57,355973.28
350,TRANSFER,17251.32,C88688846518,C27196248261,0,127985.04,110733.72,4094.1,21345.42
183,TRANSFER,24168.74,C93442547553,C71390764965,1,107235.24,83066.5,79179.66,103348.4
113,PAYMENT,46368.51,C47325267035,C89500918963,0,86583.99,40215.48,285878.96,332247.47
183,PAYMENT,79741.08,C46947296427,C64781902855,0,197079.29,117338.21,255575.21,335316.29
481,PAYMENT,73157.82,C65574903055,C31179861831,0,137700.76,64542.94,264539.93,337697.75
146,CASH_OUT,17447.43,C61731843222,M85088157277,0,190762.55,173315.12,854.61,18302.04
628,PAYMENT,23669.27,C67124970726,M64357219139,0,35313.76,11644.49,108677.16,132346.43
113,CASH_OUT,57526.72,C15736503179,M77945616539,0,199908.9,142382.18,144287.82,201814.54
476,PAYMENT,29517.18,C52872571409,M59407585950,0,140600.97,111083.79,32322.95,61840.13
303,TRANSFER,42233.11,C19322296780,C99790405505,0,194389.25,152156.14,24105.35,66338.46
118,TRANSFER,48659.93,C64371412585,C56780880501,0,121198.41,72538.48,107181.28,155841.21
161,TRANSFER,59425.01,C74904310019,C16125668177,0,30801.4,0,276235.02,335660.03
401,PAYMENT,25105.88,C87964725380,C41334174089,0,69615.43,44509.55,120133.73,145239.61
198,TRANSFER,16314.85,C36829880104,M11810193551,0,10599.68,0,227015.45,243330.3
260,PAYMENT,39856.94,C27902420615,M11229666437,0,30290.03,0,179417.52,219274.46
660,PAYMENT,8203.54,C17189772789,C76038399737,0,199680.35,191476.81,266224.95,274428.49
47,TRANSFER,52676.99,C91807688582,C16717186143,0,183167.92,130490.93,100038.47,152715.46
399,CASH_OUT,83960.68,C71676384638,C94554480404,0,180362.22,96401.54,39936.13,123896.81
710,TRANSFER,11898.45,C83323259201,C70504367370,0,406.86,0,41060.5,52958.95
559,PAYMENT,11273.94,C51514292356,M15322132012,0,90108.76,78834.82,56469.84,67743.78
78,TRANSFER,8022.7,C60219278761,C56054188125,0,156402.85,148380.15,242616.55,250639.25
124,TRANSFER,84786.28,C12354307494,M84540490463,0,45322.4,0,171366.21,256152.49
75,CASH_OUT,8071.41,C58597083326,M99715536429,0,84015.24,75943.83,163699.44,171770.85
137,CASH_OUT,98346.22,C38020475656,C31982522069,0,40982.8,0,36902.56,135248.78
602,TRANSFER,35833.77,C92489653326,C25010279373,0,138534.82,102701.05,53300.83,89134.6
400,PAYMENT,32876.89,C65833274389,C21412835098,0,140805.8,107928.91,61583.04,94459.93
505,TRANSFER,9164.08,C24269614409,C12722880234,0,56544.05,47379.97,225811.79,234975.87
500,TRANSFER,58564.54,C22339381495,M84493735235,0,95458.51,36893.97,208669.7,267234.24
573,CASH_OUT,58588.64,C24356873650,C90638485544,1,90341.42,31752.78,175059.07,233647.71
138,PAYMENT,49381.09,C73376715229,M75368556856,0,155595.82,106214.73,30520.36,79901.45
50,PAYMENT,31102.7,C38797079580,C44414776874,0,135034.47,103931.77,46239.93,77342.63
